House,Predicted,Predicted_3d,Target,Exe_time,RMSE,RMSE_3d,Perc_error_3d,Perc_error,maxZVal,major_pitch
062d23cb-6d9c-46df-8395-94f844bb936d,2700,2700,10000,6,1.41
102629a4-b60f-4cfa-a16a-4c3b5f12f9a7,2700,2700,10000,6,1.41
12257fb6-4aad-449a-a8b6-d5738ee738cc,2700,2700,10000,6,1.41
1285ea9c-201f-450c-90e2-951cef9ad6b9,2700,2700,10000,6,1.41
12a299d3-f4b4-4b90-8b4a-a4ca6c5a8855,2700,2700,10000,6,1.41
157b5fdd-0b49-4fca-9f32-5740dd94f439,2700,2700,10000,6,1.41
21bbd121-28fc-456f-bb15-e442e0d32fd2,2700,2700,10000,6,1.41
2b93d96d-7df2-4543-9c2b-84bc314e35e5,2700,2700,10000,6,1.41
2bb498c7-b5c4-42a2-b063-a645da594caa,2700,2700,10000,6,1.41
2e83c98a-7b47-4ef7-8d9a-f1fcdfb1c2ef,2700,2700,10000,6,1.41
386c8780-d81e-43ba-b4c5-1929abc177cc,2700,2700,10000,6,1.41
3c34887d-2e59-4d07-949c-8dfc325566c8,2700,2700,10000,6,1.41
3e218b62-8618-4aae-8132-81d2f6411270,2700,2700,10000,6,1.41
42ca07ce-4e07-4739-b861-453ae6d9854d,2700,2700,10000,6,1.41
4c98f16f-5296-45ed-a37b-f7fd4bb1d9e8,2700,2700,10000,6,1.41
649276a8-316f-463c-a62f-b0d10f8e927d,2700,2700,10000,6,1.41
6d232857-a1a3-4a7b-852a-e1cd4283a1fe,2700,2700,10000,6,1.41
891ef775-7e36-4749-9d48-e0d80f001a1a,2700,2700,10000,6,1.41
8e9b85b5-9400-4e95-992e-5e4d8697821d,2700,2700,10000,6,1.41
8f28d666-ebc6-420b-a9e1-fa5cf64cbc9d,2700,2700,10000,6,1.41
8f46f06b-6473-402b-8ee1-b457da5eb342,2700,2700,10000,6,1.41
916d2ef5-db57-4b8a-8ff7-807080594be0,2700,2700,10000,6,1.41
927b0884-2f43-4f36-b3d8-47d9200e4dd6,2700,2700,10000,6,1.41
929ba9e3-5f32-41ea-bb2d-48d2740ebb74,2700,2700,10000,6,1.41
97ffb9e8-e9d2-4ea4-a22f-749ba70411ec,2700,2700,10000,6,1.41
9c11f31e-238c-432b-a90b-39630e56e2a9,2700,2700,10000,6,1.41
9dc6f8d1-21f3-4bc9-9962-080119eecba8,2700,2700,10000,6,1.41
9eef5cd0-d8f6-4bee-bf47-642cffa838e2,2700,2700,10000,6,1.41
9f6122c3-cade-4460-952e-2ddb40e1bba0,2700,2700,10000,6,1.41
a0c52c92-48a8-4805-9974-fcadafa7d172,2700,2700,10000,6,1.41
a0f32ab3-65ac-49a1-a00d-17dfa6b4127d,2700,2700,10000,6,1.41
a166e2b7-9d10-4c85-ba94-cfb3bc68a08e,2700,2700,10000,6,1.41
a2917cf9-dd2e-4884-81c2-76f498c7372d,2700,2700,10000,6,1.41
a80605b7-9174-4597-85b9-8f73af365faa,2700,2700,10000,6,1.41
ad730caf-b86f-4ba2-8e94-3a05ae4577d1,2700,2700,10000,6,1.41
c1f84f1f-b31f-4e86-91a8-13d242fe0c74,2700,2700,10000,6,1.41
c50be564-57ee-4f7e-9071-2e7ba3c66ec2,2700,2700,10000,6,1.41
c7f6f94e-5159-4b8f-bf91-b1eb3326da52,2700,2700,10000,6,1.41
c92bf4d0-deb2-45ab-a7b4-ad5b6a3769e8,2700,2700,10000,6,1.41
cae51f27-5d41-4c51-b158-1ea8e6205c21,2700,2700,10000,6,1.41
cb9894ee-3c7a-46fa-8471-ff5218b40b3d,2700,2700,10000,6,1.41
d17bd22b-3e54-4bed-8e50-1cc737cbbebe,2700,2700,10000,6,1.41
d47f4ec8-ed8d-495f-9188-060a4f3c687b,2700,2700,10000,6,1.41
e4968e9c-a664-4237-b494-78e720996cc7,2700,2700,10000,6,1.41
e6260da7-6352-45b3-a140-3b22aa470c3b,2700,2700,10000,6,1.41
eeebda2b-8921-43c6-b0f6-349b04aaa2b9,2700,2700,10000,6,1.41
